,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
422,tt0073631,Rollerball,"BMW Building, Munich, Bavaria, Germany",,"BMW Niederlassung München Filiale Fröttmaning, 10, Werner-Heisenberg-Allee, Kieferngarten, Bezirksteil Freimann, Schwabing-Freimann, München, Bayern, 80939, Deutschland",48.20904075,11.620412408321636
425,tt0073631,Rollerball,"Fawley Power Station, Fawley, Hampshire, England, UK",(world control centre),"Fawley Power Station (Disused), Fawley, New Forest, Hampshire, South East, England, SO45 1TW, United Kingdom",50.81921835,-1.3286746872809905
480,tt0093640,No Way Out,"Toronto, Ontario, Canada",(airport scenes),"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
481,tt0093640,No Way Out,"Annapolis, Maryland, USA",,"Annapolis, Anne Arundel County, Maryland, United States of America",38.9786401,-76.492786
492,tt0107206,In the Line of Fire,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
505,tt1111422,The Taking of Pelham 123,"Dumbo, Brooklyn, New York City, New York, USA",,"DUMBO, Brooklyn, Kings County, New York, 11201-1832, United States of America",40.702905200000004,-73.9901167
506,tt1111422,The Taking of Pelham 123,"Jerome Avenue, Bronx, New York City, New York, USA",,"Jerome Avenue, The Bronx, Bronx County, New York, 10468, United States of America",40.8448587,-73.914383
527,tt4951982,Kursk,Belgium,,België / Belgique / Belgien,50.6402809,4.666714499999999
536,tt0986263,Surrogates,"Lynn, Massachusetts, USA",,"Lynn, Essex County, Massachusetts, 01901, United States of America",42.466763,-70.94949390000001
559,tt0116225,Escape from L.A.,"Texas, USA",,"Texas, United States of America",31.8160381,-99.51209859999999
561,tt0114194,The Prophecy,"Phoenix, Arizona, USA",,"Phoenix, Maricopa County, Arizona, United States of America",33.448436699999995,-112.07414170000001
567,tt0498380,Letters from Iwo Jima,"Iwo Jima, Japan",,"硫黄島飛行場, 小笠原支庁, 小笠原村, 日本 (Japan)",24.7852394,141.32427248235138
569,tt0498380,Letters from Iwo Jima,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
580,tt0346156,Sky Captain and the World of Tomorrow,"Chandler Valley Center Studios - 13927 Saticoy St, Panorama City, California, USA",(World of Tomorrow stage photography),"Chandler Valley Center Studios, Saticoy Street, Panorama City, Los Angeles, Los Angeles County, California, 91402, United States of America",34.210910299999995,-118.4364458117951
584,tt0346156,Sky Captain and the World of Tomorrow,"California, USA",,"California, United States of America",36.7014631,-118.75599740000001
621,tt6288694,Acts of Vengeance,Bulgaria,(location),Бългaрия,42.6073975,25.4856617
622,tt1748227,The Collection,"Atlanta, Georgia, USA",,"Atlanta, Georgia, United States of America",33.749098700000005,-84.39018490000001
623,tt1748227,The Collection,"859 Edgewood Avenue NE, Atlanta, Georgia, USA",(The Collector's house),"859, Edgewood Avenue Northeast, Inman Park, Atlanta, Georgia, 30307, United States of America",33.7555447,-84.35883179999998
625,tt0475276,United 93,Morocco,,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
627,tt0475276,United 93,"Washington, District of Columbia, USA",,"Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581
633,tt0365686,Revolver,"Park Lane Hotel, Piccadilly, London, England, UK",(interiors),"Sheraton Grand London Park Lane Hote, Piccadilly, St. James's, Mayfair, City of Westminster, London, Greater London, England, W1J 7BX, United Kingdom",51.5049934,-0.14724925588630638
637,tt0206314,Joy Ride,"600 Reno Highway, Fernley, Nevada, USA",(Hazen Market),"Reno Highway, Fernley, Lyon County, Nevada, United States of America",39.570198299999994,-119.0901966
638,tt0206314,Joy Ride,"650 W. Front Street, Battle Mountain, Nevada, USA",(Venna buys Lewis a hat),"650, West Front Street, Battle Mountain, Lander County, Nevada, 89820, United States of America",40.64777253334688,-116.94162632998345
676,tt1591479,Act of Valor,Philippines,,Philippines,12.750348599999999,122.7312101
680,tt1591479,Act of Valor,"Mexicali, Baja California Norte, Mexico",,"Mexicali, Baja California, 21000, México",32.624862199999995,-115.448325
683,tt4034452,Hyena Road,Afghanistan,,افغانستان,33.7680065,66.2385139
694,tt1740828,Wonder Woman,"Hollywood & Highland Center, Hollywood, Los Angeles, California, USA",,"Hollywood & Highland Center, Orchid Avenue, Whitley Heights Historic District, Hollywood Hills, Los Angeles, Los Angeles County, California, 90028, United States of America",34.10258315,-118.34019700458315
710,tt0418689,Flags of Our Fathers,"Los Angeles, California, USA",(San Pedro Harbor),"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
714,tt0990407,The Green Hornet,"2000 Avenue of the Stars, Century City, Los Angeles, California, USA",(Daily Sentinel Building),"McKinsey & Company, 2000, Avenue of the Stars, Century City, Los Angeles, Los Angeles County, California, 90067, United States of America",34.0582855,-118.41478559999999
722,tt0990407,The Green Hornet,"Hawthorne, California, USA",,"Hawthorne, Los Angeles County, California, United States of America",33.9188589,-118.34832560000001
729,tt1552224,Outcast,"Baoding, China",,"保定市, 莲池区, 保定市, 河北省, 071000, China 中国",38.8579735,115.490696
732,tt10172268,Tomb Raider 2,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
746,tt0096933,Black Rain,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
752,tt1893256,Hummingbird,"Seattle, Washington, USA",(Indian Heritage School),"Seattle, King County, Washington, United States of America",47.6038321,-122.3300624
757,tt0097179,DeepStar Six,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
761,tt0057197,Jason and the Argonauts,"Salerno, Campania, Italy",,"Salerno, Campania, Italia",40.41944165,15.310756230322482
767,tt1179034,From Paris with Love,"Voie Georges Pompidou, Paris 1, Paris, France",(seen while the opening credits roll),"Voie Georges Pompidou, Quartier Saint-Germain-l'Auxerrois, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.863755700000006,2.3213931
773,tt1179034,From Paris with Love,"Rue du Faubourg Saint-Martin, Paris 10, Paris, France",(Charlie and James start shadowing the Pakistanis),"Rue du Faubourg Saint-Martin, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",48.8835684,2.3682257
774,tt1179034,From Paris with Love,"Pont des Arts, Paris 6, Paris, France",(scene of the exchange),"Pont des Arts, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",48.8591847,2.3379463
775,tt1179034,From Paris with Love,"Rue Saint-Dominique, Paris 7, Paris, France",(Charlie comes to the embassy running),"Rue Saint-Dominique, Quartier du Gros-Caillou, Paris, Île-de-France, France métropolitaine, 75007, France",48.858304,2.3019379
778,tt5622412,Black Water,Canada,,Canada,61.0666922,-107.9917071
788,tt0119051,The Edge,"Banff National Park, Alberta, Canada",,"Banff National Park, Improvement District No. 9, Alberta, Canada",51.4881335,-115.93804975198331
790,tt0119051,The Edge,"Golden, British Columbia, Canada",,"Golden, Columbia-Shuswap Regional District, British Columbia, Canada",51.2982585,-116.96427849999999
791,tt0119051,The Edge,"Alberta, Canada",,"Alberta, Canada",55.001251,-115.00213600000001
793,tt1418377,"I, Frankenstein","Melbourne, Victoria, Australia",,"Melbourne, City of Melbourne, Victoria, 3000, Australia",-37.814217600000006,144.9631608
807,tt0085106,V,"Monrovia, California, USA",,"Monrovia, Los Angeles County, California, United States of America",34.1483499,-118.0014517
808,tt0085106,V,"Venice Beach, Venice, Los Angeles, California, USA",,"Venice Beach, Crestmoore Place, Venice, Los Angeles, Los Angeles County, California, 90291-3879, United States of America",33.97996005,-118.46877706707771
811,tt0085106,V,"Long Beach, California, USA",,"Long Beach, Los Angeles County, California, United States of America",33.7690164,-118.1916048
813,tt0085106,V,"Pacific Palisades, Los Angeles, California, USA",,"Pacific Palisades, Los Angeles, Los Angeles County, California, United States of America",34.0480643,-118.5264706
817,tt0115759,Broken Arrow,"Lee's Ferry, Arizona, USA",,"Lee's Ferry, Spencer Trail, Coconino County, Arizona, United States of America",36.86611515,-111.58721229452007
819,tt0115759,Broken Arrow,"San Bernardino, California, USA",,"San Bernardino County, California, United States of America",34.8253019,-116.0833144
833,tt1071875,Ghost Rider: Spirit of Vengeance,"Farcasesti, Gorj, Romania",,"Fărcășești, Gorj, 217235, România",44.8609085,23.2189957
834,tt1071875,Ghost Rider: Spirit of Vengeance,"Sibiu, Romania",,"Sibiu, România",45.7973912,24.1519202
837,tt4218696,The Wall,"California, USA",,"California, United States of America",36.7014631,-118.75599740000001
839,tt4262980,Shin Gojira,"Tokyo, Japan",,"東京都, 日本 (Japan)",35.682838700000005,139.7594549
846,tt0100994,Young Guns II,"Sonoran Desert, Arizona, USA",,"Sonoran Desert, Bates Well Road, Pima County, Arizona, United States of America",32.2598642,-112.92625829999999
848,tt0100994,Young Guns II,"Ironwood Forest National Monument, Arizona, USA",,"Ironwood Forest National Monument, Farmers Way, Red Rock, Pinal County, Arizona, 85145, United States of America",32.4449519,-111.65212774769238
851,tt0100994,Young Guns II,"Santa Fe, New Mexico, USA",,"Santa Fe, Santa Fe County, New Mexico, United States of America",35.68699960000001,-105.9377997
857,tt0082817,Nighthawks,"Paris, France",,"Paris, Île-de-France, France métropolitaine, France",48.856696899999996,2.3514616000000004
860,tt0092534,Allan Quatermain and the Lost City of Gold,Zimbabwe,,Zimbabwe,-18.4554963,29.746841399999997
862,tt4558200,Crown Vic,"Buffalo, New York, USA",,"Buffalo, Erie County, New York, United States of America",42.8867166,-78.87839220000001
888,tt0068931,The Mechanic,"West Hollywood, California, USA",,"West Hollywood, Los Angeles County, California, United States of America",34.0923014,-118.36928940000001
890,tt8235236,Paradise PD,"Chicago Illinois, USA",,"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
904,tt2328678,The King's Daughter,"Docklands Studios, Melbourne, Victoria, Australia",,"Docklands Studios Melbourne, 476, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",-37.8144819,144.93589004942405
912,tt0117438,Ransom,"Holland Tunnel, Jersey City, New Jersey, USA",,"Holland Tunnel, Newport, Jersey City, Hudson County, New Jersey, 07310, United States of America",40.7283157,-74.0265926
921,tt0116277,The Fan,"Denver, Colorado, USA",,"Denver, Denver County, Colorado, United States of America",39.7392364,-104.98486229999999
924,tt0296042,Koroshiya 1,"Tokyo, Japan",,"東京都, 日本 (Japan)",35.682838700000005,139.7594549
925,tt2379308,Psycho-Pass,"Tokyo, Japan",,"東京都, 日本 (Japan)",35.682838700000005,139.7594549
926,tt1742334,Sabotage,"Hartford, Connecticut, USA",,"Hartford, Hartford County, Connecticut, United States of America",41.764582,-72.6908547
930,tt1742334,Sabotage,"Lake Lanier, Georgia, USA",,"Lanier County, Georgia, United States of America",31.029016,-83.0768357
935,tt1742334,Sabotage,"Tucker, Georgia, USA",,"Tucker, DeKalb County, Georgia, United States of America",33.8532701,-84.2200729
936,tt1742334,Sabotage,"Mansfield, Georgia, USA",,"Mansfield, Newton County, Georgia, United States of America",33.518267699999996,-83.73534559999999
942,tt0111438,Timecop,"Burnaby, British Columbia, Canada",,"Burnaby, Metro Vancouver Regional District, British Columbia, Canada",49.2433804,-122.9725459
958,tt0404390,Running Scared,"Newark, New Jersey, USA",,"Newark, Essex County, New Jersey, United States of America",40.735657,-74.1723667
959,tt0404390,Running Scared,"Letnany, Prague, Czech Republic",,"Letňany, Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika",50.136969,14.5148858
960,tt0404390,Running Scared,Czech Republic,,Česko,49.816700299999994,15.4749544
968,tt2717822,Blackhat,"Tsuen Wan Drainage Tunnel - Hong Kong, China",(chasing Kassar),"Tsuen Wan Drainage Tunnel 荃灣雨水排放隧道, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 682, China 中国",22.3827158,114.112187
969,tt2717822,Blackhat,"Hong Kong, China",,"香港島 Hong Kong Island, 香港 Hong Kong, China 中国",22.2793278,114.16281310000001
971,tt2717822,Blackhat,"Hang Seng Bank - Quarry Bay, Hong Kong, China",(bank scenes),"Hang Seng Bank, 英皇道 King's Road, 七姊妹 Tsat Tsz Mui, 鰂魚涌 Quarry Bay, 香港島 Hong Kong Island, 東區 Eastern District, 香港 Hong Kong, China 中国",22.285842300000002,114.2112436
974,tt2717822,Blackhat,Malaysia,,Malaysia,4.5693754,102.2656823
979,tt0098141,The Punisher,USA,,United States,39.7837304,-100.4458825
981,tt0106770,Dragon: The Bruce Lee Story,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
985,tt1166100,Ghajini,"Cape Town, Western Cape, South Africa",,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa",-33.928992,18.417396
995,tt1114740,Paul Blart: Mall Cop,"Hanscom Field Airport, Bedford, Massachusetts, USA",(closing scene),"Laurence G. Hanscom Field, Meeting House Circle, Bedford Springs, Bedford, Middlesex County, Massachusetts, 01731, United States of America",42.46936025,-71.28399800855395
997,tt0112747,Cruel Jaws,"Theater of the Sea - 84721 Overseas Hwy, Islamorada, Florida, USA",(marine park),"Theater of the Sea, 84721, Overseas Highway, Matecumbe, Islamorada, Monroe County, Florida, 33036, United States of America",24.944402,-80.6037357
1010,tt0327437,Around the World in 80 Days,"Königstein Fortress, Königstein, Saxony, Germany",,"Festung Königstein, Marktplatz, Hütten, Königstein, Königstein/Sächs. Schw., Sächsische Schweiz-Osterzgebirge, Sachsen, 01824, Deutschland",50.91917575,14.058015664901454
1014,tt0046534,The War of the Worlds,"Phoenix, Arizona, USA",,"Phoenix, Maricopa County, Arizona, United States of America",33.448436699999995,-112.07414170000001
1020,tt0046534,The War of the Worlds,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1026,tt0103112,Toy Soldiers,"San Antonio, Texas, USA",(Opening scene set in Colombia),"San Antonio, Bexar County, Texas, United States of America",29.424600199999997,-98.4951405
1027,tt0103112,Toy Soldiers,"Old Montana Prison - 1106 Main Street, Deer Lodge, Montana, USA",,"Old Montana Prison, Main Street, Deer Lodge, Powell County, Montana, 59722, United States of America",46.392666399999996,-112.736152
1042,tt0398913,DOA: Dead or Alive,Thailand,,ประเทศไทย,14.8971921,100.83273
1043,tt0109303,Blown Away,"Fenway Park - 4 Jersey Street, Boston, Massachusetts, USA",,"Fenway Park, 4, Jersey Street, Audubon Square, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02115, United States of America",42.346462100000004,-71.0971002033302
1050,tt0072856,Death Race 2000,"Chet Holifield Federal Building - 24000 Avila Road, Laguna Niguel, California, USA",,"Chet Holifield Federal Building, 24000, Avila Road, Laguna Niguel, Orange County, California, 92677, United States of America",33.560344349999994,-117.71335912382963
1052,tt0072856,Death Race 2000,"Mulholland Drive, Hollywood Hills, Los Angeles, California, USA",,"Mulholland Drive, Hollywood Hills, Los Angeles, Los Angeles County, California, 90068-1106, United States of America",34.1202305,-118.3486678
1061,tt0095963,Red Heat,"1579 N Milwaukee Avenue, Wicker Park, West Town, Chicago, Illinois, USA",(studio) (Cat's dance studio),"1579, North Milwaukee Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States of America",41.9098114375,-87.67636018750002
1062,tt0095963,Red Heat,"Chicago, Illinois, USA",,"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
1064,tt0095963,Red Heat,"Schladming, Steiermark, Austria",(snow-fight),"Schladming, Politische Expositur Gröbming, Bezirk Liezen, Steiermark, 8970, Österreich",47.3940415,13.6867878
1066,tt0095963,Red Heat,"Dearden's - 700 S. Main Street, Downtown, Los Angeles, California, USA",(Viktor makes a few calls here from a payphone to Elijah's men.),"Dearden's, 700, South Main Street, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90014, United States of America",34.0435488,-118.25134505918557
1068,tt0089941,Runaway Train,"Old Montana Prison - 1106 Main Street, Deer Lodge, Montana, USA",,"Old Montana Prison, Main Street, Deer Lodge, Powell County, Montana, 59722, United States of America",46.392666399999996,-112.736152
1069,tt0089941,Runaway Train,"Montana, USA",,"Montana, United States of America",47.3752671,-109.63875790000002
1072,tt0098382,Star Trek V: The Final Frontier,"Yosemite National Park, California, USA",,"Yosemite National Park, PO box 577, Mariposa County, California, 95389, United States of America",37.84054795,-119.51658779802513
1073,tt0098382,Star Trek V: The Final Frontier,"Alabama Hills, Lone Pine, California, USA",,"Alabama Hills, Lone Pine, Inyo County, California, 93545, United States of America",36.567711700000004,-118.0898097
1075,tt0098382,Star Trek V: The Final Frontier,USA,,United States,39.7837304,-100.4458825
1077,tt3900614,Odd Squad,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1081,tt0471042,Tower Heist,"Neir's Tavern - 87-48 78th Street, Woodhaven, New York, USA",,"Neir's Tavern, 87-48, 78th Street, Queens, Queens County, New York, 11421, United States of America",40.6898155,-73.86370090000001
1087,tt0072281,De Drie Musketeers,"Alcázar de Segovia, Segovia, Castilla y León, Spain",,"Alcázar de Segovia, Paseo del Valle del Clamores, Las Serillas, Segovia, Castilla y León, 40001, España",40.9524769,-4.132173479642306
1090,tt0068935,The Way of the Dragon,"Fontana di Trevi, Rome, Lazio, Italy",(Trevi Fountain),"Fontana di Trevi, Piazza di Trevi, Rione II Trevi, Municipio Roma I, Roma, Roma Capitale, Lazio, 00187, Italia",41.9009778,12.483284973816568
1099,tt1119176,Underbelly,"Docklands, Melbourne, Victoria, Australia",,"Docklands, Melbourne, City of Melbourne, Victoria, 3000, Australia",-37.81754229999999,144.9394923
1102,tt1119176,Underbelly,"Bondi Beach, Sydney, New South Wales, Australia",(Season 2),"Bondi Beach, Sydney, Waverley Council, New South Wales, 2026, Australia",-33.890697700000004,151.2724119
1106,tt0175058,The Powerpuff Girls,"Burbank, California, USA",(studio) (Cartoon Network Studios),"Burbank, Los Angeles County, California, United States of America",34.181648200000005,-118.3258554
1110,tt0120184,Sphere,"San Francisco, California, USA",,"San Francisco, San Francisco City and County, California, United States of America",37.779026200000004,-122.4199061
1135,tt0317648,Hidalgo,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1140,tt0113481,Johnny Mnemonic,"Opera House - 735 Queen Street East, Toronto, Ontario, Canada",,"The Opera House, 735, Queen Street East, Toronto—Danforth, Old Toronto, Toronto, Peel, Golden Horseshoe, Ontario, M4M 1H4, Canada",43.6589873,-79.34878640000001
1141,tt0113481,Johnny Mnemonic,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1142,tt0113481,Johnny Mnemonic,"Montréal, Québec, Canada",,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.61036419999999
1149,tt3282076,Domino,"Sardinia, Italy",,"Sardegna, Austis, Nuoro, Sardegna, 08030, Italia",40.06160405,9.097753806553065
1150,tt3282076,Domino,Netherlands,,Nederland,52.500169799999995,5.7480820999999995
1156,tt3282076,Domino,"Almería, Almería, Andalucía, Spain",,"Almería, Andalucía, España",36.8414197,-2.4628134999999998
1161,tt0365929,Whiteout,"Melrose Studios, Saint-Hubert, Québec, Canada",(soundstage),"CBC/Radio-Canada, 888, Rue Saint-Jean, Saint-Jean-Baptiste, La Cité-Limoilou, Québec, Québec (Agglomération), Capitale-Nationale, Québec, G1R 1R2, Canada",46.8119942,-71.2162394
1168,tt0104714,Lethal Weapon 3,"North Hollywood, Los Angeles, California, USA",(La Cana restaurant in background),"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States of America",34.1729044,-118.37403710000001
1170,tt0104714,Lethal Weapon 3,"The Forum - 3900 W. Manchester Boulevard, Inglewood, California, USA",,"The Forum, 3900, West Manchester Boulevard, Inglewood, Los Angeles County, California, 90305, United States of America",33.95822585,-118.34198075
1176,tt1684233,Welcome to the Punch,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
1178,tt0091828,Raw Deal,"Near North Side, Chicago, Illinois, USA",,"Near North Side, Chicago, Cook County, Illinois, United States of America",41.900032700000004,-87.6344975
1179,tt0091828,Raw Deal,"Navy Pier - 600 E. Grand Avenue, Near North Side, Chicago, Illinois, USA",,"Navy Pier, 600, East Grand Avenue, Near North Side, Chicago, Cook County, Illinois, 60611, United States of America",41.89179985,-87.60414466382959
1182,tt0269347,The Hunted,"Mount Hood, Oregon, USA",,"Mount Hood, Hood River County, Oregon, United States of America",45.373512899999994,-121.69587800000001
1193,tt0479997,Season of the Witch,"Goldegg, St. Johann im Pongau, Salzburg, Austria",,"Goldegg, Bezirk St. Johann im Pongau, Salzburg, 5622, Österreich",47.32874625,13.077384969130655
1195,tt0479997,Season of the Witch,"Burg Kreuzenstein, Leobendorf, Lower Austria, Austria",,"Burg Kreuzenstein, Kreuzensteiner Straße, Gemeinde Leobendorf, Bezirk Korneuburg, Niederösterreich, 2105, Österreich",48.379144399999994,16.308718048631366
1206,tt0199753,Red Planet,"Coober Pedy, South Australia, Australia",(surface of planet Mars),"The District Council of Coober Pedy, South Australia, Australia",-29.01639205,134.75696701291264
1210,tt0199753,Red Planet,"The Breakaways, Coober Pedy, South Australia, Australia",(surface of planet Mars),"Breakaways Lookout, Coober Pedy, Pastoral Unincorporated Area, South Australia, 5723, Australia",-28.845965600000003,134.7075485
1211,tt0199753,Red Planet,Jordan,,الأردن,31.1667049,36.941628
1212,tt0199753,Red Planet,"Outback, South Australia, Australia",(surface of planet Mars),"The Outback Highway, Lyndhurst, Pastoral Unincorporated Area, South Australia, 5731, Australia",-30.287638399999995,138.3494104
1219,tt0100114,Marked for Death,"Chicago, Illinois, USA",,"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
1220,tt0100114,Marked for Death,Jamaica,,"Jamaica, Spanish Town, Saint Catherine, Middlesex County, Jamaika",18.115295800000002,-77.1598454610168
1222,tt0100114,Marked for Death,"La Pintoresca Park, Pasadena, California, USA",(Ramcharger/BMW chase begins here),"La Pintoresca Park, Pasadena, Los Angeles County, California, United States of America",34.16939815,-118.14987813207287
1224,tt0100114,Marked for Death,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
1226,tt0055666,Combat!,"Loire Valley, Loire, France",,"Loiré, Segré, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49440, France",47.6150993,-0.9784603000000001
1230,tt0055666,Combat!,"Trancas Beach, Malibu, California, USA",,"Trancas Beach, Victoria Point Road, Malibu, Los Angeles County, California, United States of America",34.03228985,-118.8485362267277
1232,tt0105104,Passenger 57,"Orlando, Florida, USA",,"Orlando, Orange County, Florida, United States of America",28.5421109,-81.3790304
1234,tt0115956,Courage Under Fire,"El Paso, Texas, USA",,"El Paso, El Paso County, Texas, United States of America",31.7754152,-106.4646348
1237,tt0115956,Courage Under Fire,"Barstow, California, USA",,"Barstow, San Bernardino County, California, United States of America",34.8957684,-117.0172077
1238,tt0115956,Courage Under Fire,"Bertram, Texas, USA",(Train/car headon crash),"Bertram, Burnet County, Texas, 78605, United States of America",30.743819800000004,-98.055679
1239,tt0115956,Courage Under Fire,"Austin, Texas, USA",,"Austin, Travis County, Texas, United States of America",30.2711286,-97.7436995
1244,tt0091129,The Golden Child,Nepal,,नेपाल,28.108392900000002,84.0917139
1245,tt0091129,The Golden Child,"688 Spring Street North, Los Angeles, California, USA",(Doctor Hong's acupuncture shop/Dragon Lady's basement),"Spring Street, Long Beach, Los Angeles County, California, United States of America",33.80979985,-118.1063439555001
1250,tt0313911,Agent Cody Banks,"Kitsilano Beach, Vancouver, British Columbia, Canada",(final scene),"Kitsilano Beach, Creelman Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J 1C9, Canada",49.275583700000006,-123.15347002268963
1254,tt0313911,Agent Cody Banks,"North Vancouver, British Columbia, Canada",,"North Vancouver, Metro Vancouver Regional District, British Columbia, V7M 1H9, Canada",49.320713299999994,-123.0737831
1261,tt0067927,Vanishing Point,"Goldfield, Nevada, USA",,"Goldfield, Esmeralda County, Nevada, 89013, United States of America",37.7086935,-117.2366315
1262,tt0067927,Vanishing Point,"Cisco, Utah, USA",,"Cisco, Grand County, Utah, United States of America",38.9699852,-109.3206722
1266,tt0067927,Vanishing Point,"Rifle, Colorado, USA",,"Rifle, Garfield County, Colorado, United States of America",39.5347023,-107.7831199
1268,tt0067927,Vanishing Point,"Malibu, California, USA",,"Malibu, Los Angeles County, California, 90265-4797, United States of America",34.035591,-118.689423
1270,tt0486657,The Dresden Files,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1274,tt1747958,Blood Ties,"Brooklyn, New York, USA",,"Brooklyn, Kings County, New York, United States of America",40.6501038,-73.9495823
1281,tt0329774,xXx: The Next Level,"Baltimore, Maryland, USA",,"Baltimore, Maryland, United States of America",39.2908816,-76.610759
1283,tt0329774,xXx: The Next Level,"Playa Vista, California, USA",,"Playa Vista, Los Angeles, Los Angeles County, California, 90094, United States of America",33.976010200000005,-118.4181654
1289,tt0271668,National Security,"145 Linden Avenue, Long Beach, California, USA",(Hank & Earl unwittingly help a man steal a car who claims it's his),"145, Linden Avenue, Long Beach, Los Angeles County, California, 90802, United States of America",33.76891843478261,-118.18646182608695
1290,tt0271668,National Security,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
1291,tt0271668,National Security,"Vincent Thomas Bridge, San Pedro, Los Angeles, California, USA",,"Vincent Thomas Bridge, Caltrans San Pedro Maintenance Station, Los Angeles, Los Angeles County, California, 90731, United States of America",33.7494635,-118.27161129999999
1297,tt0185103,WWE Monday Night RAW,"Anaheim, California, USA",,"Anaheim, Orange County, California, United States of America",33.8347516,-117.911732
1301,tt0185103,WWE Monday Night RAW,"Boston, Massachusetts, USA",,"Boston, Suffolk County, Massachusetts, United States of America",42.3602534,-71.0582912
1304,tt0185103,WWE Monday Night RAW,"Cleveland, Ohio, USA",,"Cleveland, Cuyahoga County, Ohio, United States of America",41.5051613,-81.6934446
1306,tt0185103,WWE Monday Night RAW,"Davis, California, USA",,"Davis, Yolo County, California, United States of America",38.545379,-121.74458349999999
1307,tt0185103,WWE Monday Night RAW,"Des Moines, Iowa, USA",,"Des Moines, Polk County, Iowa, United States of America",41.5910641,-93.60371490000001
1312,tt0185103,WWE Monday Night RAW,"Fresno, California, USA",,"Fresno, Fresno County, California, United States of America",36.7295295,-119.70886126075588
1317,tt0185103,WWE Monday Night RAW,"Indianapolis, Indiana, USA",,"Indianapolis, Marion, Indiana, United States of America",39.7683331,-86.1583502
1319,tt0185103,WWE Monday Night RAW,"Lake Placid, New York, USA",,"Lake Placid, Essex County, New York, United States of America",44.279621,-73.979874
1320,tt0185103,WWE Monday Night RAW,"Long Island, New York, USA",,"Long Island, Suffolk County, New York, United States of America",40.85172235,-73.09921882199973
1322,tt0185103,WWE Monday Night RAW,"Miami, Florida, USA",,"Miami, Miami-Dade County, Florida, United States of America",25.7742658,-80.1936589
1324,tt0185103,WWE Monday Night RAW,"Moline, Illinois, USA",,"Moline, Rock Island County, Illinois, 61265, United States of America",41.5067003,-90.5151342
1329,tt0185103,WWE Monday Night RAW,"Oklahoma City, Oklahoma, USA",,"Oklahoma City, Oklahoma County, Oklahoma, United States of America",35.4729886,-97.5170536
1330,tt0185103,WWE Monday Night RAW,"Orlando, Florida, USA",,"Orlando, Orange County, Florida, United States of America",28.5421109,-81.3790304
1331,tt0185103,WWE Monday Night RAW,"Peoria, Illinois, USA",,"Peoria, Peoria County, Illinois, United States of America",40.6938609,-89.5891008
